,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,redCards,goals,secondYellowCards,assists
35,IT1,430,2015,Serie A,31,8,,,2.346',112515,,3,,4
36,EL,430,2015,Europa League,7,1,,,558',112515,,,,
37,CIT,430,2015,Italy Cup,1,,,,35',112515,,,,
38,IT1,430,2014,Serie A,22,4,,,1.685',112515,,1,,3
39,EL,430,2014,Europa League,10,3,,,723',112515,,1,,
40,CIT,430,2014,Italy Cup,3,,,,264',112515,,,1,
41,GB1,289,2013,Premier League,16,4,,,1.440',112515,,,1,2
42,CGB,289,2013,League Cup,3,2,,,300',112515,,,,
43,FAC,289,2013,FA Cup,1,,,,13',112515,,,,
44,IT1,430,2013,Serie A,3,,,,158',112515,,,,
45,EL,430,2013,Europa League,5,1,,,450',112515,,,,
46,ELQ,430,2013,Europa League Qualifying,1,,,,15',112515,,,,
47,GB2,355,2012,Championship,26,7,,,2.257',112515,,4,1,2
48,FAC,355,2012,FA Cup,3,,,,270',112515,,,,
49,GB21,9259,2012,U21 PL,2,,,,180',112515,,,,
50,CGB,355,2012,League Cup,1,1,,,90',112515,,,,
51,GB1,355,2011,Premier League,5,,,,331',112515,,1,,
52,FAC,355,2011,FA Cup,1,,,,90',112515,,,,
53,GBR,9259,2011,Reserve League,4,,,,330',112515,,,,
54,CGB,355,2011,League Cup,1,,,,54',112515,,,,
55,GB1,355,2010,Premier League,4,3,,,360',112515,,,,
56,FAC,355,2010,FA Cup,3,,,,212',112515,,,,
57,GBR,9259,2010,Reserve League,4,,,,360',112515,,,,
58,CGB,355,2010,League Cup,2,,,,180',112515,,,,
59,ES3B,6767,2009,2ª B - Grupo II,28,10,,,2.506',112515,,3,1,
60,ES1,418,2009,LaLiga,1,,,,,112515,,,,
61,ES3B,6767,2008,2ª B - Grupo II,11,2,,,923',112515,,,1,
0,CCL,69261,2023,CONCACAF Champions Cup,2,1,,,180',69751,,,,
1,MLS1,69261,2024,MLS,7,1,,,554',69751,,1,,1
2,MLS1,69261,2023,MLS,7,1,,,439',69751,,1,,
3,MLSP,69261,2023,US Open Cup,1,1,,,120',69751,,,,
4,USMX,69261,2023,Leagues Cup,5,,,,441',69751,,1,,2
5,ES1,131,2022,LaLiga,24,4,,,1.416',69751,,2,1,3
6,CDR,131,2022,Copa del Rey,2,,,,210',69751,,,,2
7,EL,131,2022,Europa League,1,1,,,67',69751,,,,
8,SUC,131,2022,Supercopa,1,,,,79',69751,,,,
9,CL,131,2022,Champions League,2,,,,147',69751,,,,1
10,ES1,131,2021,LaLiga,30,11,,,2.648',69751,,2,,10
11,EL,131,2021,Europa League,6,2,,,540',69751,,1,,
12,CDR,131,2021,Copa del Rey,2,1,,,210',69751,,,,
13,SUC,131,2021,Supercopa,1,,,,120',69751,,,,1
14,CL,131,2021,Champions League,5,,,,375',69751,,,,1
15,ES1,131,2020,LaLiga,35,9,,,3.030',69751,,3,,7
16,CDR,131,2020,Copa del Rey,5,2,,,442',69751,,2,,5
17,CL,131,2020,Champions League,7,1,,,484',69751,,,,2
18,SUC,131,2020,Supercopa,2,1,,,240',69751,,,,1
19,CL,131,2019,Champions League,5,2,,,355',69751,,,,2
20,ES1,131,2019,LaLiga,27,7,,,2.189',69751,,2,,6
21,CDR,131,2019,Copa del Rey,3,1,,,185',69751,,,,1
22,SUC,131,2019,Supercopa,1,,,,90',69751,,,,
23,CDR,131,2018,Copa del Rey,6,2,,,443',69751,,,,2
24,ES1,131,2018,LaLiga,36,6,,,2.987',69751,,2,,10
25,CL,131,2018,Champions League,11,2,,,990',69751,,1,,5
26,SUC,131,2018,Supercopa,1,,,,90',69751,,,,
27,ES1,131,2017,LaLiga,33,8,,,2.744',69751,,2,,8
28,CDR,131,2017,Copa del Rey,5,2,,,450',69751,,1,,3
29,CL,131,2017,Champions League,8,,,,638',69751,,,,
30,SUC,131,2017,Supercopa,2,,,,168',69751,,,,
31,CDR,131,2016,Copa del Rey,6,2,,,540',69751,,,,
32,ES1,131,2016,LaLiga,26,4,,,1.966',69751,,1,,6
33,CL,131,2016,Champions League,6,1,,,436',69751,,,,
34,SUC,131,2016,Supercopa,1,,,,29',69751,,,,
35,CDR,131,2015,Copa del Rey,3,1,,,279',69751,,1,,
36,ES1,131,2015,LaLiga,31,2,,,2.591',69751,,,,8
37,CL,131,2015,Champions League,9,1,,,734',69751,,,,1
38,KLUB,131,2015,Club World Cup,2,1,,,166',69751,,,,
39,CL,131,2014,Champions League,11,1,,,962',69751,,,,2
40,CDR,131,2014,Copa del Rey,6,,,,497',69751,,1,,2
41,ES1,131,2014,LaLiga,27,6,,,2.334',69751,,1,1,3
42,ES1,131,2013,LaLiga,15,5,,,1.195',69751,,,1,2
43,CDR,131,2013,Copa del Rey,5,,,,315',69751,,,,
44,CL,131,2013,Champions League,4,1,,,360',69751,,,,
45,SUC,131,2013,Supercopa,2,1,,,180',69751,,,,
46,ES1,131,2012,LaLiga,29,3,,,2.499',69751,,2,,5
47,CL,131,2012,Champions League,9,3,,,807',69751,,2,,
48,CDR,131,2012,Copa del Rey,4,1,,,359',69751,,1,,
49,SUC,131,2012,Supercopa,2,,,,94',69751,,,,
50,ES1,1049,2011,LaLiga,32,13,,,2.542',69751,1,2,,5
51,EL,1049,2011,Europa League,6,2,,,522',69751,,1,,1
52,CDR,1049,2011,Copa del Rey,8,2,,,682',69751,,,,
53,CL,1049,2011,Champions League,4,,,,226',69751,,,,
54,ES1,1049,2010,LaLiga,27,6,,,1.413',69751,,2,,
55,CL,1049,2010,Champions League,3,1,,,169',69751,,,,
56,CDR,1049,2010,Copa del Rey,4,,,,211',69751,,,,
57,ES1,1049,2009,LaLiga,15,3,,,1.120',69751,,1,,1
58,EL,1049,2009,Europa League,9,2,,,445',69751,,,,
59,CDR,1049,2009,Copa del Rey,2,1,,,180',69751,,,,1
60,ES2,5648,2008,LaLiga2,35,10,,,2.137',69751,,4,,
61,CDR,5648,2008,Copa del Rey,1,,,,90',69751,,,,
0,ES2,3368,2023,LaLiga2,23,2,,,1.912',709957,,,,
1,CDR,3368,2023,Copa del Rey,,,,,,709957,,,,
2,ES2,10718,2022,LaLiga SmartBank,7,,,,307',709957,,,,
3,E3G2,2464,2022,Primera Federación - Gr. II,19,2,,,1.606',709957,,,,1
4,CL,131,2022,Champions League,,,,,,709957,,,,
5,19YL,41584,2022,UEFA Youth League,3,1,,,244',709957,,,,
6,E3G2,2464,2021,Primera Federación - Gr. II,3,1,,,270',709957,,,,
7,19YL,41584,2021,UEFA Youth League,5,,,,222',709957,,,,
0,ES1,150,2023,LaLiga,19,,,,1.479',191217,1,,,
1,UCOL,150,2023,Conference League,2,,,,61',191217,,,,
2,EL,150,2023,Europa League,3,,,,177',191217,,,,
3,CDR,150,2023,Copa del Rey,2,,,,76',191217,,,,
4,PO1,336,2022,Liga Portugal,10,1,,,441',191217,,1,,
5,EL,336,2022,Europa League,3,,,,82',191217,,,,
6,ES1,131,2022,LaLiga,3,,,,141',191217,,,,
7,CDR,131,2022,Copa del Rey,2,,,,173',191217,,,,
8,CL,131,2022,Champions League,2,,,,180',191217,,,,
9,ES1,150,2021,LaLiga,23,2,,,1.979',191217,1,,,2
10,CDR,150,2021,Copa del Rey,5,,,,309',191217,,,,1
11,EL,150,2021,Europa League,4,,,,274',191217,,,,2
12,GB1,11,2021,Premier League,,,,,,191217,,,,
13,GB1,11,2020,Premier League,25,8,,,2.093',191217,,1,,3
14,EL,11,2020,Europa League,7,,,,549',191217,,,,1
15,FAC,11,2020,FA Cup,1,,,,72',191217,,,,
16,CGB,11,2020,EFL Cup,1,,,,3',191217,,,,
17,GBCS,11,2020,Community Shield,1,,,,58',191217,,,,
18,FAC,11,2019,FA Cup,3,,,,270',191217,,,,
19,GB1,11,2019,Premier League,15,2,,,1.159',191217,,1,,
20,EL,11,2019,Europa League,3,1,,,264',191217,,,,
21,CGB,11,2019,EFL Cup,2,,,,103',191217,,,,1
22,GB21,9249,2019,Premier League 2,2,,,,153',191217,,,,1
23,GB1,11,2018,Premier League,19,3,,,1.533',191217,,,,5
24,EL,11,2018,Europa League,,,,,,191217,,,,
25,CGB,11,2018,EFL Cup,,,,,,191217,,,,
26,GB1,11,2017,Premier League,35,5,,,3.051',191217,,2,,3
27,EL,11,2017,Europa League,8,1,,,720',191217,,1,,2
28,CGB,11,2017,EFL Cup,3,1,,,270',191217,,,,
29,GBCS,11,2017,Community Shield,1,1,,,120',191217,,,,
30,FAC,11,2016,FA Cup,4,,,,285',191217,,,,1
31,GB1,11,2016,Premier League,33,4,,,2.498',191217,,1,,4
32,CL,11,2016,Champions League,5,,,,450',191217,,,,
33,GB1,11,2015,Premier League,36,3,,,3.240',191217,,1,,5
34,CL,11,2015,Champions League,6,,,,528',191217,,,,1
35,FAC,11,2015,FA Cup,1,,,,90',191217,,,,2
36,CGB,11,2015,League Cup,,,,,,191217,,,,
37,GBCS,11,2015,Community Shield,1,,,,90',191217,,,,
38,FAC,11,2014,FA Cup,3,1,,,246',191217,,,,
39,GB1,11,2014,Premier League,20,5,,,1.561',191217,,2,,1
40,CL,11,2014,Champions League,4,1,,,360',191217,,,,
41,CGB,11,2014,League Cup,1,,,,86',191217,,,,
42,GB21,9249,2014,U21 PL,2,,,,180',191217,,,,1
43,CLQ,11,2014,Champions League Qu.,,,,,,191217,,,,
44,GB21,9249,2013,U21 PL,7,,,,612',191217,,2,,1
45,GB1,11,2013,Premier League,,,,,,191217,,,,
46,19YL,41571,2013,UEFA Youth League,6,1,,,526',191217,,,,1
47,GB2,1010,2013,Championship,8,1,,,517',191217,,,,1
48,CGB,11,2013,League Cup,1,,,,25',191217,,,,
49,GBEG,9249,2012,U21 PL Elite Group,6,1,,,456',191217,,2,,1
50,GB21,9249,2012,U21 PL,11,1,,,692',191217,,,,1
51,CGB,11,2012,League Cup,,,,,,191217,,,,
52,GBR,9249,2011,Reserve League,3,,,,145',191217,,1,,
0,CCL,69261,2023,CONCACAF Champions Cup,3,1,,,270',65230,,,,1
1,MLS1,69261,2024,MLS,7,2,,,558',65230,,,,1
2,MLS1,69261,2023,MLS,11,3,,,930',65230,,,,1
3,MLSP,69261,2023,US Open Cup,2,,,,210',65230,,,,
4,USMX,69261,2023,Leagues Cup,7,1,,,618',65230,,,,
5,ES1,131,2022,LaLiga,30,6,,,2.348',65230,,,1,4
6,CDR,131,2022,Copa del Rey,5,1,,,407',65230,,,,
7,EL,131,2022,Europa League,1,1,,,90',65230,,,,
8,SUC,131,2022,Supercopa,2,,,,147',65230,,,,
9,CL,131,2022,Champions League,4,3,,,292',65230,,,,
10,ES1,131,2021,LaLiga,36,12,,,3.202',65230,,2,,
11,EL,131,2021,Europa League,6,1,,,401',65230,,1,,
12,CDR,131,2021,Copa del Rey,2,,,,210',65230,,,,1
13,SUC,131,2021,Supercopa,1,,,,120',65230,,,,
14,CL,131,2021,Champions League,6,1,,,487',65230,,,,
15,ES1,131,2020,LaLiga,36,9,,,2.527',65230,,,,5
16,CDR,131,2020,Copa del Rey,6,,,,470',65230,,,,
17,CL,131,2020,Champions League,6,1,,,334',65230,,,,
18,SUC,131,2020,Supercopa,2,,,,187',65230,,,,
19,CL,131,2019,Champions League,7,3,,,507',65230,,,,
20,ES1,131,2019,LaLiga,33,10,,,2.492',65230,,2,,2
21,CDR,131,2019,Copa del Rey,2,,,,180',65230,,,,
22,SUC,131,2019,Supercopa,1,,,,86',65230,,,,
23,CDR,131,2018,Copa del Rey,6,3,,,490',65230,,,,
24,ES1,131,2018,LaLiga,35,10,,,2.719',65230,,,,1
25,CL,131,2018,Champions League,12,3,,,1.034',65230,,,,1
26,SUC,131,2018,Supercopa,1,1,,,90',65230,,,,
27,ES1,131,2017,LaLiga,31,8,,,2.600',65230,,1,,4
28,CDR,131,2017,Copa del Rey,7,1,,,616',65230,,,,
29,CL,131,2017,Champions League,10,1,,,768',65230,,,,
30,SUC,131,2017,Supercopa,2,1,,,180',65230,,,,
31,CDR,131,2016,Copa del Rey,5,2,,,380',65230,,,,
32,ES1,131,2016,LaLiga,33,9,,,2.693',65230,,,,3
33,CL,131,2016,Champions League,8,3,,,691',65230,,,,
34,SUC,131,2016,Supercopa,2,1,,,164',65230,,,,
35,CDR,131,2015,Copa del Rey,5,,,,411',65230,,,,
36,ES1,131,2015,LaLiga,35,7,,,2.909',65230,,,,4
37,CL,131,2015,Champions League,9,2,,,713',65230,,,,
38,KLUB,131,2015,Club World Cup,2,,,,180',65230,,,,1
39,SUC,131,2015,Supercopa,1,,,,90',65230,,,,
40,USC,131,2015,UEFA Super Cup,1,1,,,120',65230,,,,1
41,CL,131,2014,Champions League,10,,,,788',65230,,,,
42,CDR,131,2014,Copa del Rey,4,1,,,312',65230,,,,1
43,ES1,131,2014,LaLiga,33,7,,,2.493',65230,,1,,2
44,ES1,131,2013,LaLiga,32,11,,,2.652',65230,,1,,1
45,CDR,131,2013,Copa del Rey,5,2,,,450',65230,,1,,
46,CL,131,2013,Champions League,9,2,,,793',65230,,1,,1
47,SUC,131,2013,Supercopa,2,2,,,180',65230,,,,
48,ES1,131,2012,LaLiga,31,9,,,2.245',65230,,1,,2
49,CL,131,2012,Champions League,8,1,,,718',65230,1,,,
50,CDR,131,2012,Copa del Rey,4,1,,,326',65230,,,,
51,SUC,131,2012,Supercopa,2,,,,164',65230,,,,
52,CDR,131,2011,Copa del Rey,8,1,,,555',65230,,,,
53,ES1,131,2011,LaLiga,31,9,,,2.434',65230,,1,,2
54,CL,131,2011,Champions League,10,1,,,875',65230,,1,,1
55,KLUB,131,2011,Club World Cup,1,,,,90',65230,,,,
56,USC,131,2011,UEFA Super Cup,1,,,,27',65230,,,,
57,SUC,131,2011,Supercopa,1,,,,86',65230,,,,
58,CL,131,2010,Champions League,12,1,,,1.080',65230,,,,3
59,ES1,131,2010,LaLiga,28,5,,,2.300',65230,,1,,3
60,CDR,131,2010,Copa del Rey,5,3,,,344',65230,,,,
61,SUC,131,2010,Supercopa,1,,,,90',65230,,,,
62,ES1,131,2009,LaLiga,33,7,,,2.320',65230,,,1,2
63,CL,131,2009,Champions League,10,1,,,691',65230,,,,
64,CDR,131,2009,Copa del Rey,4,,,,294',65230,,,,
65,KLUB,131,2009,Club World Cup,2,,,,169',65230,,1,,
66,USC,131,2009,UEFA Super Cup,1,,,,20',65230,,,,
67,SUC,131,2009,Supercopa,2,,,,25',65230,,,,
68,ES1,131,2008,LaLiga,24,8,,,1.538',65230,,1,,
69,CL,131,2008,Champions League,8,2,,,621',65230,,2,,1
70,CDR,131,2008,Copa del Rey,9,2,,,750',65230,,,,
71,ES3C,2464,2008,2ª B - Grupo III,2,,,,110',65230,,,,
0,ES2,13222,2023,LaLiga2,33,2,,,2.310',466806,,1,,2
1,CDR,13222,2023,Copa del Rey,1,,,,14',466806,,,,
2,ES2,13222,2022,LaLiga SmartBank,15,2,,,734',466806,1,,,1
3,E3G2,2464,2022,Primera Federación - Gr. II,12,1,,,673',466806,,1,1,
4,CL,131,2022,Champions League,1,,,,12',466806,,,,
5,E3G2,2464,2021,Primera Federación - Gr. II,31,6,,,2.188',466806,,1,,1
6,ES1,131,2021,LaLiga,2,,,,27',466806,,,,
7,CDR,131,2021,Copa del Rey,1,,,,16',466806,,,,
8,CL,131,2021,Champions League,,,,,,466806,,,,
9,ES3C,2464,2020,2ª B - Grupo III,16,3,,,1.199',466806,1,,,2
10,ES2P,2464,2019,Ascenso LaLiga2,,,,,,466806,,,,
11,19YL,41584,2019,UEFA Youth League,5,1,,,382',466806,,,1,
12,19YL,41584,2018,UEFA Youth League,7,5,,,517',466806,,,,
13,19YL,41584,2017,UEFA Youth League,,,,,,466806,,,,
0,E3G1,2464,2023,Primera Federación - Gr. I,20,11,,,1.693',636695,,,,1
1,ES1,131,2023,LaLiga,1,,,,8',636695,,,,
2,CL,131,2023,Champions League,2,,,,22',636695,,,,
3,CDR,131,2023,Copa del Rey,,,,,,636695,,,,
4,SUC,131,2023,Supercopa,,,,,,636695,,,,
5,ES2P,2464,2022,Ascenso LaLiga2,2,,,,180',636695,,,,
6,E3G2,2464,2022,Primera Federación - Gr. II,34,7,,,2.749',636695,,,,
7,ES1,131,2022,LaLiga,,,,,,636695,,,,
8,CDR,131,2022,Copa del Rey,,,,,,636695,,,,
9,19YL,41584,2022,UEFA Youth League,3,,,,270',636695,,,,
10,EL,131,2022,Europa League,,,,,,636695,,,,
11,CL,131,2022,Champions League,1,,,,23',636695,,,,
12,E3G2,2464,2021,Primera Federación - Gr. II,,,,,,636695,,,,
13,19YL,41584,2021,UEFA Youth League,5,2,,,443',636695,,,,
0,E3G1,2464,2023,Primera Federación - Gr. I,11,1,,,235',937956,,,,
1,19YL,41584,2023,UEFA Youth League,6,1,,,446',937956,,,,1
2,ES1,131,2023,LaLiga,,,,,,937956,,,,
3,ES1,131,2022,LaLiga,,,,,,937956,,,,
4,19YL,41584,2022,UEFA Youth League,1,,,,90',937956,,,,
0,ES1,131,2023,LaLiga,16,3,,,1.099',683840,,2,,2
1,CL,131,2023,Champions League,4,,,,237',683840,,,,2
2,CDR,131,2023,Copa del Rey,2,,,,128',683840,,,,
3,SUC,131,2023,Supercopa,2,,,,90',683840,,,,
4,ES1,131,2022,LaLiga,26,2,,,1.982',683840,,6,,1
5,EL,131,2022,Europa League,1,,,,41',683840,,,,
6,CDR,131,2022,Copa del Rey,1,1,,,78',683840,,,,
7,SUC,131,2022,Supercopa,2,,,,210',683840,,1,,
8,CL,131,2022,Champions League,5,,,,404',683840,,,,
9,EL,131,2021,Europa League,6,,,,480',683840,,1,,
10,ES1,131,2021,LaLiga,12,,,,888',683840,,3,,1
11,CDR,131,2021,Copa del Rey,1,1,,,108',683840,,1,,
12,SUC,131,2021,Supercopa,1,,,,74',683840,,,,
13,CL,131,2021,Champions League,2,,,,158',683840,,,,
14,ES1,131,2020,LaLiga,37,2,,,2.425',683840,,3,,3
15,CDR,131,2020,Copa del Rey,6,,,,428',683840,,,,2
16,CL,131,2020,Champions League,7,,,,495',683840,,1,,1
17,SUC,131,2020,Supercopa,2,,,,178',683840,,,,
18,ES2,472,2019,LaLiga SmartBank,36,5,,,2.835',683840,,4,,7
19,CDR,472,2019,Copa del Rey,1,,,,26',683840,,,,
0,CL,131,2023,Champions League,3,1,,,229',646740,,1,1,
1,ES1,131,2023,LaLiga,12,5,,,943',646740,,1,,1
2,ES1,131,2022,LaLiga,36,10,,,2.543',646740,,2,,4
3,CDR,131,2022,Copa del Rey,5,2,,,374',646740,,,,1
4,EL,131,2022,Europa League,1,1,,,90',646740,,,,
5,SUC,131,2022,Supercopa,2,,,,186',646740,,1,,2
6,CL,131,2022,Champions League,5,2,,,331',646740,,,,
7,ES1,131,2021,LaLiga,34,9,,,2.326',646740,,2,1,6
8,EL,131,2021,Europa League,5,3,,,227',646740,,,,
9,CDR,131,2021,Copa del Rey,1,,,,61',646740,,,,
10,SUC,131,2021,Supercopa,1,,,,78',646740,,,,
11,CL,131,2021,Champions League,6,2,,,398',646740,,,,
12,E3G2,2464,2021,Primera Federación - Gr. II,1,1,,,45',646740,,,,
13,E3FA,2464,2020,2ª B - Fase de ascenso,,,,,,646740,,,,
14,ES3C,2464,2020,2ª B - Grupo III,2,,,,84',646740,,,,
0,ES1,131,2023,LaLiga,19,7,,,1.592',326330,,2,,
1,CL,131,2023,Champions League,3,2,,,238',326330,,,,
2,CDR,131,2023,Copa del Rey,3,1,,,300',326330,,,,
3,SUC,131,2023,Supercopa,2,,,,180',326330,,,,
4,ES1,131,2022,LaLiga,33,3,,,2.538',326330,,2,,4
5,CDR,131,2022,Copa del Rey,2,,,,180',326330,,,,
6,EL,131,2022,Europa League,2,,,,180',326330,,,,
7,SUC,131,2022,Supercopa,2,,,,150',326330,,,,
8,CL,131,2022,Champions League,4,,,,235',326330,,,,
9,ES1,131,2021,LaLiga,32,5,,,2.487',326330,,3,1,3
10,EL,131,2021,Europa League,6,,,,385',326330,,1,,2
11,CDR,131,2021,Copa del Rey,2,2,,,87',326330,,,,
12,SUC,131,2021,Supercopa,1,,,,45',326330,,,,
13,CL,131,2021,Champions League,6,1,,,523',326330,,,,
14,ES1,131,2020,LaLiga,37,5,,,3.158',326330,,3,,4
15,CDR,131,2020,Copa del Rey,5,,,,510',326330,,3,,2
16,CL,131,2020,Champions League,7,1,,,584',326330,,,,2
17,SUC,131,2020,Supercopa,2,,,,240',326330,,1,,
18,CL,131,2019,Champions League,9,,,,747',326330,,,,
19,ES1,131,2019,LaLiga,29,1,,,2.120',326330,,2,1,2
20,CDR,131,2019,Copa del Rey,3,1,,,270',326330,,,,2
21,SUC,131,2019,Supercopa,1,,,,88',326330,,,,
22,NL1,610,2018,Eredivisie,31,,,,2.517',326330,,3,,4
23,CL,610,2018,Champions League,11,2,,,986',326330,,,,
24,NLP,610,2018,KNVB Beker,4,1,,,379',326330,,,,
25,CLQ,610,2018,Champions League Qu.,6,,,,529',326330,,,,
26,NL1,610,2017,Eredivisie,22,2,,,1.558',326330,,,,8
27,NLP,610,2017,KNVB Beker,2,,,,160',326330,,1,,1
28,ELQ,610,2017,Europa League Qualifying,,,,,,326330,,,,
29,CLQ,610,2017,Champions League Qu.,2,,,,29',326330,,,,
30,EL,610,2016,Europa League,4,,,,48',326330,,,,
31,NL1,610,2016,Eredivisie,4,,,,148',326330,,1,,
32,NL2,8817,2016,Jupiler League,31,2,,,2.605',326330,,6,,8
33,NLP,610,2016,KNVB Beker,3,,,,87',326330,,,,
34,NL2,8817,2015,Jupiler League,15,,,,1.290',326330,,2,,3
35,NLBE,9005,2015,Beloften Eredivisie,7,,,,587',326330,,2,,
36,NL1,403,2015,Eredivisie,1,,,,20',326330,,,,
37,NLP,403,2015,KNVB Beker,1,,,,33',326330,,,,
38,NLBE,9005,2014,Beloften Eredivisie,10,,,,798',326330,,5,,2
39,NL1,403,2014,Eredivisie,1,,,,22',326330,,,,
40,NLAE,4778,2014,U19 Eerste Divisie,1,,,,90',326330,,,,
41,NLBV,9005,2014,Beloften Preliminary Round,3,,,,224',326330,,,,
42,NLEV,4778,2014,Preliminary round U19 Eerste Divisie,1,,,,90',326330,,,,
43,NLAJ,4778,2013,U19 Eredivisie,4,,,,360',326330,,,,
44,NLBE,9005,2013,Beloften Eredivisie,2,,,,105',326330,,,,
45,NLJB,4778,2013,U19 Cup NL,1,,,,90',326330,,,,
0,SA1,18487,2023,Saudi Pro League,24,4,,,2.071',294808,,7,,3
1,SAKC,18487,2023,King's Cup,2,,,,136',294808,,,,
2,ES1,131,2022,LaLiga,28,4,,,973',294808,,1,,1
3,CDR,131,2022,Copa del Rey,5,1,,,367',294808,,1,,2
4,EL,131,2022,Europa League,2,1,,,157',294808,,,,
5,SUC,131,2022,Supercopa,2,,,,27',294808,,,,
6,CL,131,2022,Champions League,6,,,,273',294808,,1,,
7,IT1,5,2021,Serie A,31,2,,,2.309',294808,,6,,
8,CIT,5,2021,Italy Cup,3,,,,270',294808,,1,,
9,CL,5,2021,Champions League,5,,,,321',294808,,,1,1
10,IT1,5,2020,Serie A,37,8,,,3.230',294808,,13,,6
11,EL,5,2020,Europa League,8,,,,508',294808,,1,,
12,CIT,5,2020,Italy Cup,2,2,,,148',294808,,,,
13,ELQ,5,2020,Europa League Qualifying,3,,,,285',294808,,,,
14,IT1,5,2019,Serie A,35,3,,,2.908',294808,,4,,1
15,CIT,5,2019,Italy Cup,3,1,,,186',294808,,,,1
16,IT1,5,2018,Serie A,34,8,,,3.022',294808,,7,,3
17,CIT,5,2018,Italy Cup,4,1,,,329',294808,,,,
18,SCI,5,2018,Supercoppa Italiana,1,,,,74',294808,1,,,
19,EL,5,2018,Europa League,3,,,,200',294808,,,,
20,IT1,5,2017,Serie A,37,9,,,3.269',294808,,5,,2
21,CIT,5,2017,Italy Cup,5,1,,,486',294808,,,,
22,EL,5,2017,Europa League,9,1,,,578',294808,,,,2
23,ELQ,5,2017,Europa League Qualifying,3,1,,,270',294808,,,,
24,IT1,800,2016,Serie A,30,5,,,2.221',294808,1,6,1,4
25,CIT,800,2016,Italy Cup,1,,,,90',294808,,1,,
26,POSB,1429,2015,Serie B Play-off,1,,,,90',294808,,,,
27,IT2,1429,2015,Serie B,36,5,,,2.643',294808,,4,,2
28,ITJ2,11998,2014,Primavera B,7,,,,630',294808,,,,
29,IT1,800,2014,Serie A,,,,,,294808,,,,
0,UAE1,13613,2023,UAE Pro League,16,2,,,1.292',44162,,,,3
1,UAEP,13613,2023,UAE President's Cup,1,,,,75',44162,,,,
2,UASC,13613,2023,UAE Super Cup,1,1,,,90',44162,,,,
3,AFCL,13613,2023,AFC Champions League,5,,,,450',44162,,,1,1
4,UALC,13613,2023,UAE League Cup,1,,,,44',44162,,,,1
5,ACLQ,13613,2023,AFC CL-Qualification,2,1,,,167',44162,,,,2
6,UALC,13613,2022,UAE League Cup,6,1,,,526',44162,,,,1
7,UAE1,13613,2022,UAE Pro League,18,2,,,1.073',44162,1,4,,4
8,UAEP,13613,2022,UAE President's Cup,4,1,,,354',44162,,1,,
9,ES1,131,2022,LaLiga,,,,,,44162,,,,
10,TR1,114,2021,Süper Lig,20,3,,,1.398',44162,,,1,2
11,TRP,114,2021,Türkiye Kupasi,2,1,,,140',44162,,,,
12,TRS,114,2021,TFF Süper Kupa,1,1,,,68',44162,,,,
13,CL,114,2021,Champions League,3,1,,,261',44162,,,,2
14,ES1,131,2021,LaLiga,,,,,,44162,,,,
15,ES1,131,2020,LaLiga,19,1,,,619',44162,,,,
16,CL,131,2020,Champions League,8,1,,,495',44162,,,,
17,CDR,131,2020,Copa del Rey,1,1,,,120',44162,,,,
18,SUC,131,2020,Supercopa,2,,,,61',44162,,,,
19,CL,506,2019,Champions League,8,,,,659',44162,,,,
20,IT1,506,2019,Serie A,30,10,,,2.285',44162,,3,,8
21,CIT,506,2019,Italy Cup,4,1,,,316',44162,,,,
22,SCI,506,2019,Supercoppa Italiana,1,,,,90',44162,,,,
23,IT1,506,2018,Serie A,31,5,,,2.288',44162,,2,1,6
24,CL,506,2018,Champions League,10,1,,,814',44162,,2,,1
25,CIT,506,2018,Italy Cup,2,1,,,109',44162,,,,
26,SCI,506,2018,Supercoppa Italiana,1,1,,,64',44162,,,,1
27,IT1,506,2017,Serie A,31,5,,,2.489',44162,,5,,8
28,CIT,506,2017,Italy Cup,4,1,,,356',44162,,1,,2
29,CL,506,2017,Champions League,8,4,,,634',44162,,1,,1
30,SCI,506,2017,Supercoppa Italiana,1,1,,,90',44162,,,,
31,CL,506,2016,Champions League,12,2,,,908',44162,,1,,3
32,IT1,506,2016,Serie A,30,6,,,2.171',44162,,5,,10
33,CIT,506,2016,Italy Cup,4,2,,,282',44162,,2,,
34,SCI,506,2016,Supercoppa Italiana,1,,,,67',44162,,,,1
35,IT1,12,2015,Serie A,33,10,,,2.653',44162,,10,1,10
36,CL,12,2015,Champions League,7,,,,570',44162,,2,,1
37,CIT,12,2015,Italy Cup,1,,,,120',44162,,,,
38,IT1,12,2014,Serie A,34,9,,,2.528',44162,,5,,10
39,EL,12,2014,Europa League,4,1,,,322',44162,,,,
40,CIT,12,2014,Italy Cup,2,,,,113',44162,,,,
41,CL,12,2014,Champions League,6,,,,385',44162,,,,
42,IT1,12,2013,Serie A,35,7,,,2.703',44162,,6,1,6
43,CIT,12,2013,Italy Cup,3,,,,107',44162,,,,
44,CIT,12,2012,Italy Cup,2,2,,,190',44162,,1,,2
45,IT1,12,2012,Serie A,27,6,,,1.709',44162,,3,1,6
46,IT1,12,2011,Serie A,30,6,,,2.430',44162,,3,,9
47,CIT,12,2011,Italy Cup,1,1,,,90',44162,,,,
48,FR1,1041,2011,Ligue 1,3,1,,,160',44162,,1,,3
